"Contaminant","Authorization","Limit","Amount.Released","url","regulated_entity_name","physical_location","rn_number","city","county","event_type","event_began_date","event_began_time","based_on","event_ended_date","event_ended_time","cause","action_taken","emissions_estimation_method","potential_duplicate"
"Hydrogen Sulfide","NSR Permit 80812 Site Wide CAP","89.82 LBS/HR","30.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266834","VALERO PORT ARTHUR REFINERY","1801 S GULFWAY DR, PORT ARTHUR, TX","RN102584026","PORT ARTHUR"," JEFFERSON","AIR STARTUP",2017-09-04,"3:00PM","INITIAL REPORT","09/25/2017","
		3:00PM
","Unit startup emissions following Hurricane Harvey","Following unit startup procedures","Analyzers, flow meters, and engineering calculations.",TRUE
"Oxides of Nitrogen (NOx)","NSR Permit 80812 Site Wide CAP","167.23 LBS/HR","500.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266834","VALERO PORT ARTHUR REFINERY","1801 S GULFWAY DR, PORT ARTHUR, TX","RN102584026","PORT ARTHUR"," JEFFERSON","AIR STARTUP",2017-09-04,"3:00PM","INITIAL REPORT","09/25/2017","
		3:00PM
","Unit startup emissions following Hurricane Harvey","Following unit startup procedures","Analyzers, flow meters, and engineering calculations.",TRUE
"Particulate Matter","NSR Permit 80812 Site Wide CAP","19.22 LBS/HR","40.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266834","VALERO PORT ARTHUR REFINERY","1801 S GULFWAY DR, PORT ARTHUR, TX","RN102584026","PORT ARTHUR"," JEFFERSON","AIR STARTUP",2017-09-04,"3:00PM","INITIAL REPORT","09/25/2017","
		3:00PM
","Unit startup emissions following Hurricane Harvey","Following unit startup procedures","Analyzers, flow meters, and engineering calculations.",TRUE
"Sulfur dioxide","NSR Permit 80812 Site Wide CAP","641.19 LBS/HR","3000.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266834","VALERO PORT ARTHUR REFINERY","1801 S GULFWAY DR, PORT ARTHUR, TX","RN102584026","PORT ARTHUR"," JEFFERSON","AIR STARTUP",2017-09-04,"3:00PM","INITIAL REPORT","09/25/2017","
		3:00PM
","Unit startup emissions following Hurricane Harvey","Following unit startup procedures","Analyzers, flow meters, and engineering calculations.",TRUE
"VOC","NSR Permit 80812 Site Wide CAP","4186.14 LBS/HR","40.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266834","VALERO PORT ARTHUR REFINERY","1801 S GULFWAY DR, PORT ARTHUR, TX","RN102584026","PORT ARTHUR"," JEFFERSON","AIR STARTUP",2017-09-04,"3:00PM","INITIAL REPORT","09/25/2017","
		3:00PM
","Unit startup emissions following Hurricane Harvey","Following unit startup procedures","Analyzers, flow meters, and engineering calculations.",TRUE
"NATURAL GAS","N/A","0","6054.02 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266852","HWY MI T&P B38T3S S36 F01","FROM THE INTX OF TX 158 & E CR 120 IN MIDLAND GO E ON TX 158 E 1.2 MI GO R ON S CR 1140 1.3 MI GO R ON E CR 140 1.0 MI GO L ON FM 1213 RR 1213 2.9 MI TURN L ON S CR 1160 GO 9.2 MI","RN107102477","MIDLAND"," MIDLAND","EMISSIONS EVENT",2017-09-03,"8:53PM","INITIAL REPORT","09/04/2017","
		11:53AM
","Gas purchaser pipeline shut-in.","We are waiting for Targa to reopen so that we can resume selling our gas.","We used the gas flow rate and the composition of the gas well as the molecular weight of the constituents to determine the total emissions.",FALSE
"Carbon Monoxide","N/A","0","151.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266860","WELCH CO2 GAS PROCESSING FACILITY","1 MI W AND 1 MI S OF WELCH TX OFF HWY 83","RN100211960","WELCH"," DAWSON","EMISSIONS EVENT",2017-09-04,"5:30AM","INITIAL REPORT","09/04/2017","
		1:53PM
","DURING NIGHT TIME OPERATIONS THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY SHUT DOWN ON JACKET WATER LOW FLOW, ROUTING ITS INLET TO FLARE.","MALLET CONTROL ROOM RECEIVED AN ALARM THAT THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY HAD SHUT DOWN.  CALL OUT SERVICES RESPONDED IMMEDIATELY BY CONTACTING THE OPERATOR ON CALL.  OPERATIONS RESPONDED TO LOCATION AND UPON TROUBLESHOOTING FOUND THAT THE 202 COMPRESSOR HAD SHUT DOWN ON JACKET WATER LOW FLOW.  UPON FURTHER TROUBLESHOOTING A LOOSE WIRE WAS FOUND AT THE JACEKT WATER SWITCH.  WIRE WAS TIGHTENED.  ALSO A LEAK WAS FOUND ON THE 2ND STAGE JACEKT WATER NIPPLE AND THE NIPPLE WAS REPLACED.  ONCE ALL REPAIRS WERE COMPLETED OPERATIONS PUT THE UNIT BACK ONLINE BUT THE UNIT WENT BACK DOWN ON JACKET WATER LOW FLOW AGAIN.  OPERATIONS CONTACTED COMPANY AUTOMATION TECHNICIAN TO RESPOND TO LOCATION TO CHECK THE UNIT.  ONCE ALL REPAIRS ARE COMPLETED OPERATIONS WILL PUT THE UNIT BACK ONLINE, ELIMINATING THE EMISSION.","Emissions Calculations:  NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU CO = MCF flared x CO factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU Gas was flared to reduce the hydrocarbon and/or H2S emissions to the atmosphere.  NMNE NG = MCF flared x 50 lb/mole x mole/.379 MCF x mol % NMNE NG x 0.02 NMNE NG % = 100% - Methane % - Ethane % - Carbon Dioxide % - Nitrogen % H2S = MCF flared x 34 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.02 SO2 = MCF flared x 64 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.98 Total Vol Flared (MCF):  1,370 Volume is:  Calculated % H2S:  0.44 BTU / Cu Ft:  200.35 % NMNE:  1.95 LAT:	32*54'04"" LONG:  102*08'14"" UTM Zone East	North",FALSE
"Hydrogen Sulfide","N/A","0","9.5 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266860","WELCH CO2 GAS PROCESSING FACILITY","1 MI W AND 1 MI S OF WELCH TX OFF HWY 83","RN100211960","WELCH"," DAWSON","EMISSIONS EVENT",2017-09-04,"5:30AM","INITIAL REPORT","09/04/2017","
		1:53PM
","DURING NIGHT TIME OPERATIONS THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY SHUT DOWN ON JACKET WATER LOW FLOW, ROUTING ITS INLET TO FLARE.","MALLET CONTROL ROOM RECEIVED AN ALARM THAT THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY HAD SHUT DOWN.  CALL OUT SERVICES RESPONDED IMMEDIATELY BY CONTACTING THE OPERATOR ON CALL.  OPERATIONS RESPONDED TO LOCATION AND UPON TROUBLESHOOTING FOUND THAT THE 202 COMPRESSOR HAD SHUT DOWN ON JACKET WATER LOW FLOW.  UPON FURTHER TROUBLESHOOTING A LOOSE WIRE WAS FOUND AT THE JACEKT WATER SWITCH.  WIRE WAS TIGHTENED.  ALSO A LEAK WAS FOUND ON THE 2ND STAGE JACEKT WATER NIPPLE AND THE NIPPLE WAS REPLACED.  ONCE ALL REPAIRS WERE COMPLETED OPERATIONS PUT THE UNIT BACK ONLINE BUT THE UNIT WENT BACK DOWN ON JACKET WATER LOW FLOW AGAIN.  OPERATIONS CONTACTED COMPANY AUTOMATION TECHNICIAN TO RESPOND TO LOCATION TO CHECK THE UNIT.  ONCE ALL REPAIRS ARE COMPLETED OPERATIONS WILL PUT THE UNIT BACK ONLINE, ELIMINATING THE EMISSION.","Emissions Calculations:  NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU CO = MCF flared x CO factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU Gas was flared to reduce the hydrocarbon and/or H2S emissions to the atmosphere.  NMNE NG = MCF flared x 50 lb/mole x mole/.379 MCF x mol % NMNE NG x 0.02 NMNE NG % = 100% - Methane % - Ethane % - Carbon Dioxide % - Nitrogen % H2S = MCF flared x 34 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.02 SO2 = MCF flared x 64 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.98 Total Vol Flared (MCF):  1,370 Volume is:  Calculated % H2S:  0.44 BTU / Cu Ft:  200.35 % NMNE:  1.95 LAT:	32*54'04"" LONG:  102*08'14"" UTM Zone East	North",FALSE
"Non-Methane Non-Ethane Natural Gas","N/A","0","62.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266860","WELCH CO2 GAS PROCESSING FACILITY","1 MI W AND 1 MI S OF WELCH TX OFF HWY 83","RN100211960","WELCH"," DAWSON","EMISSIONS EVENT",2017-09-04,"5:30AM","INITIAL REPORT","09/04/2017","
		1:53PM
","DURING NIGHT TIME OPERATIONS THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY SHUT DOWN ON JACKET WATER LOW FLOW, ROUTING ITS INLET TO FLARE.","MALLET CONTROL ROOM RECEIVED AN ALARM THAT THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY HAD SHUT DOWN.  CALL OUT SERVICES RESPONDED IMMEDIATELY BY CONTACTING THE OPERATOR ON CALL.  OPERATIONS RESPONDED TO LOCATION AND UPON TROUBLESHOOTING FOUND THAT THE 202 COMPRESSOR HAD SHUT DOWN ON JACKET WATER LOW FLOW.  UPON FURTHER TROUBLESHOOTING A LOOSE WIRE WAS FOUND AT THE JACEKT WATER SWITCH.  WIRE WAS TIGHTENED.  ALSO A LEAK WAS FOUND ON THE 2ND STAGE JACEKT WATER NIPPLE AND THE NIPPLE WAS REPLACED.  ONCE ALL REPAIRS WERE COMPLETED OPERATIONS PUT THE UNIT BACK ONLINE BUT THE UNIT WENT BACK DOWN ON JACKET WATER LOW FLOW AGAIN.  OPERATIONS CONTACTED COMPANY AUTOMATION TECHNICIAN TO RESPOND TO LOCATION TO CHECK THE UNIT.  ONCE ALL REPAIRS ARE COMPLETED OPERATIONS WILL PUT THE UNIT BACK ONLINE, ELIMINATING THE EMISSION.","Emissions Calculations:  NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU CO = MCF flared x CO factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU Gas was flared to reduce the hydrocarbon and/or H2S emissions to the atmosphere.  NMNE NG = MCF flared x 50 lb/mole x mole/.379 MCF x mol % NMNE NG x 0.02 NMNE NG % = 100% - Methane % - Ethane % - Carbon Dioxide % - Nitrogen % H2S = MCF flared x 34 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.02 SO2 = MCF flared x 64 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.98 Total Vol Flared (MCF):  1,370 Volume is:  Calculated % H2S:  0.44 BTU / Cu Ft:  200.35 % NMNE:  1.95 LAT:	32*54'04"" LONG:  102*08'14"" UTM Zone East	North",FALSE
"Oxides of Nitrogen (NOx)","N/A","0","17.6 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266860","WELCH CO2 GAS PROCESSING FACILITY","1 MI W AND 1 MI S OF WELCH TX OFF HWY 83","RN100211960","WELCH"," DAWSON","EMISSIONS EVENT",2017-09-04,"5:30AM","INITIAL REPORT","09/04/2017","
		1:53PM
","DURING NIGHT TIME OPERATIONS THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY SHUT DOWN ON JACKET WATER LOW FLOW, ROUTING ITS INLET TO FLARE.","MALLET CONTROL ROOM RECEIVED AN ALARM THAT THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY HAD SHUT DOWN.  CALL OUT SERVICES RESPONDED IMMEDIATELY BY CONTACTING THE OPERATOR ON CALL.  OPERATIONS RESPONDED TO LOCATION AND UPON TROUBLESHOOTING FOUND THAT THE 202 COMPRESSOR HAD SHUT DOWN ON JACKET WATER LOW FLOW.  UPON FURTHER TROUBLESHOOTING A LOOSE WIRE WAS FOUND AT THE JACEKT WATER SWITCH.  WIRE WAS TIGHTENED.  ALSO A LEAK WAS FOUND ON THE 2ND STAGE JACEKT WATER NIPPLE AND THE NIPPLE WAS REPLACED.  ONCE ALL REPAIRS WERE COMPLETED OPERATIONS PUT THE UNIT BACK ONLINE BUT THE UNIT WENT BACK DOWN ON JACKET WATER LOW FLOW AGAIN.  OPERATIONS CONTACTED COMPANY AUTOMATION TECHNICIAN TO RESPOND TO LOCATION TO CHECK THE UNIT.  ONCE ALL REPAIRS ARE COMPLETED OPERATIONS WILL PUT THE UNIT BACK ONLINE, ELIMINATING THE EMISSION.","Emissions Calculations:  NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU CO = MCF flared x CO factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU Gas was flared to reduce the hydrocarbon and/or H2S emissions to the atmosphere.  NMNE NG = MCF flared x 50 lb/mole x mole/.379 MCF x mol % NMNE NG x 0.02 NMNE NG % = 100% - Methane % - Ethane % - Carbon Dioxide % - Nitrogen % H2S = MCF flared x 34 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.02 SO2 = MCF flared x 64 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.98 Total Vol Flared (MCF):  1,370 Volume is:  Calculated % H2S:  0.44 BTU / Cu Ft:  200.35 % NMNE:  1.95 LAT:	32*54'04"" LONG:  102*08'14"" UTM Zone East	North",FALSE
"Sulfur dioxide","N/A","0","874.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266860","WELCH CO2 GAS PROCESSING FACILITY","1 MI W AND 1 MI S OF WELCH TX OFF HWY 83","RN100211960","WELCH"," DAWSON","EMISSIONS EVENT",2017-09-04,"5:30AM","INITIAL REPORT","09/04/2017","
		1:53PM
","DURING NIGHT TIME OPERATIONS THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY SHUT DOWN ON JACKET WATER LOW FLOW, ROUTING ITS INLET TO FLARE.","MALLET CONTROL ROOM RECEIVED AN ALARM THAT THE 202 COMPRESSOR AT THE WELCH CO2 GAS PROCESSING FACILITY HAD SHUT DOWN.  CALL OUT SERVICES RESPONDED IMMEDIATELY BY CONTACTING THE OPERATOR ON CALL.  OPERATIONS RESPONDED TO LOCATION AND UPON TROUBLESHOOTING FOUND THAT THE 202 COMPRESSOR HAD SHUT DOWN ON JACKET WATER LOW FLOW.  UPON FURTHER TROUBLESHOOTING A LOOSE WIRE WAS FOUND AT THE JACEKT WATER SWITCH.  WIRE WAS TIGHTENED.  ALSO A LEAK WAS FOUND ON THE 2ND STAGE JACEKT WATER NIPPLE AND THE NIPPLE WAS REPLACED.  ONCE ALL REPAIRS WERE COMPLETED OPERATIONS PUT THE UNIT BACK ONLINE BUT THE UNIT WENT BACK DOWN ON JACKET WATER LOW FLOW AGAIN.  OPERATIONS CONTACTED COMPANY AUTOMATION TECHNICIAN TO RESPOND TO LOCATION TO CHECK THE UNIT.  ONCE ALL REPAIRS ARE COMPLETED OPERATIONS WILL PUT THE UNIT BACK ONLINE, ELIMINATING THE EMISSION.","Emissions Calculations:  NOx = MCF flared x NOx factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU CO = MCF flared x CO factor from RG-109 x BTU/scf x 1000 scf/MCF x MMBTU/1000000 BTU Gas was flared to reduce the hydrocarbon and/or H2S emissions to the atmosphere.  NMNE NG = MCF flared x 50 lb/mole x mole/.379 MCF x mol % NMNE NG x 0.02 NMNE NG % = 100% - Methane % - Ethane % - Carbon Dioxide % - Nitrogen % H2S = MCF flared x 34 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.02 SO2 = MCF flared x 64 lb/mole x mole/.379 MCF x mol % H2S/100 x 0.98 Total Vol Flared (MCF):  1,370 Volume is:  Calculated % H2S:  0.44 BTU / Cu Ft:  200.35 % NMNE:  1.95 LAT:	32*54'04"" LONG:  102*08'14"" UTM Zone East	North",FALSE
"Benzene","NSR 1768","0","5.3 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266861","EQUISTAR CHEMICALS CHANNELVIEW COMPLEX",NA,"RN100542281","CHANNELVIEW"," HARRIS","EMISSIONS EVENT",2017-09-04,"10:00PM","FINAL REPORT","09/05/2017","
		2:00AM
","A heat exchanger head and a compressor drain line flange experienced leaks in the Olefins Plant 1 unit.","The equipment was isolated and cleared to make repairs.","This is a retraction of the reportable quantity (RQ) exceedance that was initially reported. After the equipment was isolated, engineering calculations determined the release was less the RQ.",FALSE
"Butadiene, 1-3","NSR 1768","0","7.4 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266861","EQUISTAR CHEMICALS CHANNELVIEW COMPLEX",NA,"RN100542281","CHANNELVIEW"," HARRIS","EMISSIONS EVENT",2017-09-04,"10:00PM","FINAL REPORT","09/05/2017","
		2:00AM
","A heat exchanger head and a compressor drain line flange experienced leaks in the Olefins Plant 1 unit.","The equipment was isolated and cleared to make repairs.","This is a retraction of the reportable quantity (RQ) exceedance that was initially reported. After the equipment was isolated, engineering calculations determined the release was less the RQ.",FALSE
"Ethylene, gaseous","NSR1768","0","90.2 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266861","EQUISTAR CHEMICALS CHANNELVIEW COMPLEX",NA,"RN100542281","CHANNELVIEW"," HARRIS","EMISSIONS EVENT",2017-09-04,"10:00PM","FINAL REPORT","09/05/2017","
		2:00AM
","A heat exchanger head and a compressor drain line flange experienced leaks in the Olefins Plant 1 unit.","The equipment was isolated and cleared to make repairs.","This is a retraction of the reportable quantity (RQ) exceedance that was initially reported. After the equipment was isolated, engineering calculations determined the release was less the RQ.",FALSE
"Opacity","20246","20.0 % op","85.0 % op (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266870","PASADENA REFINING SYSTEM","111 RED BLUFF RD","RN100716661","PASADENA"," HARRIS","AIR STARTUP",2017-09-05,"10:30AM","INITIAL REPORT","09/05/2017","
		6:30PM
","Planned refinery startup after severe weather","Follow MSS procedures to minimize emissions","Existing analyzers, meters, and engineering judgment",TRUE
"Particulate Matter","20246","34.8 LBS/HR","2880.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266870","PASADENA REFINING SYSTEM","111 RED BLUFF RD","RN100716661","PASADENA"," HARRIS","AIR STARTUP",2017-09-05,"10:30AM","INITIAL REPORT","09/05/2017","
		6:30PM
","Planned refinery startup after severe weather","Follow MSS procedures to minimize emissions","Existing analyzers, meters, and engineering judgment",FALSE
"Opacity","20246","20.0 % op","85.0 % op (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266870","PASADENA REFINING SYSTEM","111 RED BLUFF RD","RN100716661","PASADENA"," HARRIS","AIR STARTUP",2017-09-05,"10:30AM","INITIAL REPORT","09/05/2017","
		6:30PM
","Planned refinery startup after severe weather","Follow MSS procedures to minimize emissions","Existing analyzers, meters, and engineering judgment",TRUE
"Particulate Matter","20246","214.0 LBS/HR","2880.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266870","PASADENA REFINING SYSTEM","111 RED BLUFF RD","RN100716661","PASADENA"," HARRIS","AIR STARTUP",2017-09-05,"10:30AM","INITIAL REPORT","09/05/2017","
		6:30PM
","Planned refinery startup after severe weather","Follow MSS procedures to minimize emissions","Existing analyzers, meters, and engineering judgment",TRUE
"Carbon Monoxide","Std Permit 73563","8.87 TONS/YR","252.95 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266875","GOLDSMITH GAS PLANT","FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT","RN100222330","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-09-04,"8:24PM","INITIAL REPORT","09/04/2017","
		11:24PM
","B turbine went down on first stage low discharge pressure due to 2nd stage recycle opening.   With the turbine down, A turbine was not able to process all the inlet gas and the pressure exceeded the valve setpoint to the flare intiating the emission event.","Maintenance responded immediately to repair 2nd stage recycle valve.  the Andector gas was backed out while bringing turbine back up.  Once the valve was repaired, the turbine was brought back on line ending the emission event.",NA,FALSE
"Hydrogen Sulfide","Std Permit 73563","0.0","22.66 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266875","GOLDSMITH GAS PLANT","FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT","RN100222330","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-09-04,"8:24PM","INITIAL REPORT","09/04/2017","
		11:24PM
","B turbine went down on first stage low discharge pressure due to 2nd stage recycle opening.   With the turbine down, A turbine was not able to process all the inlet gas and the pressure exceeded the valve setpoint to the flare intiating the emission event.","Maintenance responded immediately to repair 2nd stage recycle valve.  the Andector gas was backed out while bringing turbine back up.  Once the valve was repaired, the turbine was brought back on line ending the emission event.",NA,FALSE
"NATURAL GAS","Std Permit 73563","0.1 TONS/YR","280.87 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266875","GOLDSMITH GAS PLANT","FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT","RN100222330","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-09-04,"8:24PM","INITIAL REPORT","09/04/2017","
		11:24PM
","B turbine went down on first stage low discharge pressure due to 2nd stage recycle opening.   With the turbine down, A turbine was not able to process all the inlet gas and the pressure exceeded the valve setpoint to the flare intiating the emission event.","Maintenance responded immediately to repair 2nd stage recycle valve.  the Andector gas was backed out while bringing turbine back up.  Once the valve was repaired, the turbine was brought back on line ending the emission event.",NA,FALSE
"Nitrogen Oxides (NOx)","Std Permit 73563","8.81 TONS/YR","262.68 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266875","GOLDSMITH GAS PLANT","FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT","RN100222330","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-09-04,"8:24PM","INITIAL REPORT","09/04/2017","
		11:24PM
","B turbine went down on first stage low discharge pressure due to 2nd stage recycle opening.   With the turbine down, A turbine was not able to process all the inlet gas and the pressure exceeded the valve setpoint to the flare intiating the emission event.","Maintenance responded immediately to repair 2nd stage recycle valve.  the Andector gas was backed out while bringing turbine back up.  Once the valve was repaired, the turbine was brought back on line ending the emission event.",NA,FALSE
"Nitrogen dioxide","Std Permit 73563","0.0","12.65 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266875","GOLDSMITH GAS PLANT","FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT","RN100222330","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-09-04,"8:24PM","INITIAL REPORT","09/04/2017","
		11:24PM
","B turbine went down on first stage low discharge pressure due to 2nd stage recycle opening.   With the turbine down, A turbine was not able to process all the inlet gas and the pressure exceeded the valve setpoint to the flare intiating the emission event.","Maintenance responded immediately to repair 2nd stage recycle valve.  the Andector gas was backed out while bringing turbine back up.  Once the valve was repaired, the turbine was brought back on line ending the emission event.",NA,FALSE
"Nitrogen oxide","Std Permit 73563","0.0","240.3 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266875","GOLDSMITH GAS PLANT","FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT","RN100222330","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-09-04,"8:24PM","INITIAL REPORT","09/04/2017","
		11:24PM
","B turbine went down on first stage low discharge pressure due to 2nd stage recycle opening.   With the turbine down, A turbine was not able to process all the inlet gas and the pressure exceeded the valve setpoint to the flare intiating the emission event.","Maintenance responded immediately to repair 2nd stage recycle valve.  the Andector gas was backed out while bringing turbine back up.  Once the valve was repaired, the turbine was brought back on line ending the emission event.",NA,FALSE
"Sulfur dioxide","Std Permit 73563","0.0","2086.75 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266875","GOLDSMITH GAS PLANT","FROM THE INTERSECTION OF SR 158 GULF AVE AND FM 866 LOCATED ON THE EAST SIDE OF GOLDSMITH 31.0 MILES W OF MIDLAND DRIVE 1.1 MILE WEST ON SR 158 TO THE GAS PLANT ON THE RIGHT","RN100222330","GOLDSMITH"," ECTOR","EMISSIONS EVENT",2017-09-04,"8:24PM","INITIAL REPORT","09/04/2017","
		11:24PM
","B turbine went down on first stage low discharge pressure due to 2nd stage recycle opening.   With the turbine down, A turbine was not able to process all the inlet gas and the pressure exceeded the valve setpoint to the flare intiating the emission event.","Maintenance responded immediately to repair 2nd stage recycle valve.  the Andector gas was backed out while bringing turbine back up.  Once the valve was repaired, the turbine was brought back on line ending the emission event.",NA,FALSE
"Sulfur dioxide","No specific emissions authorized for this TCEQ established FIN. This notification is pursuant to 30TAC101.201","0","1900.0 lbs (est.)","http://www2.tceq.texas.gov/oce/eer/index.cfm?fuseaction=main.getDetails&target=266877","ALON USA BIG SPRING REFINERY","INTX OF REFINERY RD AND IH-20 E","RN100250869","BIG SPRING"," HOWARD","EMISSIONS EVENT",2017-09-05,"3:00AM","INITIAL REPORT","09/05/2017","
		1:00PM
","P-popper tripped off because of motor vibration.  BSR has to replace the motor.","Work is being expedited to minimize down time.","CEMS",FALSE
